Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/cart?sessionId=0505b442-8590-11f1-9017-a1a91599fee5,7,0,280,580.004636000792,251.03489700268256,1448.754906996328,4163.571428571428,0.004143643317198932,0.0,280,290,1300,1300,1400,1400,1400,1400,1400,1400,1400
GET,/api/cart?sessionId=0505b6f4-8590-11f1-9017-a1a91599fee5,16,0,280,443.96930512630206,257.50947699998505,1340.7497500011232,880.75,0.00947118472502613,0.0,320,340,480,480,1200,1300,1300,1300,1300,1300,1300
GET,/api/cart?sessionId=0505b988-8590-11f1-9017-a1a91599fee5,16,0,330,372.91956625040257,255.15153300511884,807.9939390008803,1977.25,0.00947118472502613,0.0,340,410,420,420,510,810,810,810,810,810,810
GET,/api/cart?sessionId=0505bbfe-8590-11f1-9017-a1a91599fee5,6,0,390,409.295001498928,274.35457600222435,535.3112929951749,2927.1666666666665,0.0035516942718847987,0.0,480,480,490,490,540,540,540,540,540,540,540
GET,/api/cart?sessionId=0505be74-8590-11f1-9017-a1a91599fee5,10,0,280,324.67973529928713,253.8489619983011,678.2538699990255,3532.5,0.005919490453141331,0.0,300,310,310,320,680,680,680,680,680,680,680
GET,/api/cart?sessionId=0505c0d6-8590-11f1-9017-a1a91599fee5,16,0,440,605.368809438005,257.9293439994217,1672.758911998244,2273.25,0.00947118472502613,0.0,440,510,550,550,1500,1700,1700,1700,1700,1700,1700
GET,/api/cart?sessionId=51b1b378-858f-11f1-9017-a1a91599fee5,16,0,340,481.0590368765588,251.5276999984053,1506.2504460001946,3212.4375,0.00947118472502613,0.0,370,480,500,500,1100,1500,1500,1500,1500,1500,1500
GET,/api/cart?sessionId=51b1b710-858f-11f1-9017-a1a91599fee5,14,0,290,355.5879982133255,260.3438269943581,640.6961989996489,3212.9285714285716,0.008287286634397864,0.0,290,310,420,480,640,640,640,640,640,640,640
GET,/api/cart?sessionId=51b1ba08-858f-11f1-9017-a1a91599fee5,9,0,280,485.29403255573317,255.9981950034853,1277.8024729996105,2561.777777777778,0.005327541407827198,0.0,280,310,420,1000,1300,1300,1300,1300,1300,1300,1300
GET,/api/cart?sessionId=51b1bcb0-858f-11f1-9017-a1a91599fee5,17,0,300,540.9521537662573,258.98088100075256,2147.5841869978467,3185.294117647059,0.010063133770340262,0.0,300,340,460,490,1400,2100,2100,2100,2100,2100,2100
GET,/api/cart?sessionId=51b1bf26-858f-11f1-9017-a1a91599fee5,11,0,300,400.49151591004124,254.43221900059143,1093.6210640065838,2358.5454545454545,0.006511439498455464,0.0,300,370,420,420,560,1100,1100,1100,1100,1100,1100
GET,/api/cart?sessionId=51b1c192-858f-11f1-9017-a1a91599fee5,13,0,290,491.1385783069328,260.3229799933615,1352.1690520065022,2702.3076923076924,0.00769533758908373,0.0,290,340,340,740,1400,1400,1400,1400,1400,1400,1400
GET,/api/cart?sessionId=51b1c426-858f-11f1-9017-a1a91599fee5,16,0,310,430.90551762497853,248.79779500042787,1136.5257710058358,2990.9375,0.00947118472502613,0.0,380,420,610,610,660,1100,1100,1100,1100,1100,1100
GET,/api/cart?sessionId=51b1c67e-858f-11f1-9017-a1a91599fee5,17,0,340,448.2667538241538,249.45786999887787,1185.944031996769,1216.1176470588234,0.010063133770340262,0.0,340,460,470,510,1100,1200,1200,1200,1200,1200,1200
GET,/api/cart?sessionId=51b1c8cc-858f-11f1-9017-a1a91599fee5,18,0,300,397.0955792780539,257.29717400099616,1244.059617005405,3705.0555555555557,0.010655082815654396,0.0,310,320,500,510,590,1200,1200,1200,1200,1200,1200
GET,/api/cart?sessionId=51b1cb1a-858f-11f1-9017-a1a91599fee5,22,0,310,448.6654386359574,253.63189999916358,1270.9457649980322,2796.6363636363635,0.013022878996910929,0.0,330,420,460,600,680,1200,1300,1300,1300,1300,1300
GET,/api/cart?sessionId=51b1cd5e-858f-11f1-9017-a1a91599fee5,17,0,430,501.877803765049,259.34775399946375,2012.976912999875,4828.823529411765,0.010063133770340262,0.0,430,440,490,540,660,2000,2000,2000,2000,2000,2000
GET,/api/cart?sessionId=51b1d1b4-858f-11f1-9017-a1a91599fee5,12,0,290,347.24710558475635,256.1551100006909,720.6819419952808,1566.75,0.0071033885437695975,0.0,290,300,420,420,510,720,720,720,720,720,720
GET,/api/cart?sessionId=51b1d3e4-858f-11f1-9017-a1a91599fee5,21,0,290,410.817570951795,246.43188699701568,1330.5970009969315,2512.3333333333335,0.012430929951596795,0.0,290,320,490,510,600,890,1300,1300,1300,1300,1300
GET,/api/cart?sessionId=51b1d61e-858f-11f1-9017-a1a91599fee5,19,0,290,356.54754847353996,253.85533300141105,719.4587379999575,3135.5263157894738,0.011247031860968528,0.0,290,330,420,430,700,720,720,720,720,720,720
